673,0
1137,1
1625,2
2113,3
2554,4
3041,5
3482,6
3970,7
4435,8
4899,9
5363,10
5828,11
6315,12
6780,13
7244,14
7709,15
8173,16
8637,17
9125,18
9589,19
10054,20
10518,21
10983,22
11470,23
11935,24
12399,25
12863,26
13328,27
13815,28
14280,29
14744,30
15209,31
15673,32
16137,33
16625,34
17089,35
17554,36
18018,37
18483,38
18970,39
19435,40
19899,41
20363,42
20828,43
21315,44
21780,45
22244,46
22709,47
23173,48
23637,49
24125,50
24589,51
25077,52
25518,53
25983,54
26493,55
26935,56
27422,57
27863,58
28328,59
28815,60
29280,61
29744,62
30209,63
30673,64
31137,65
31625,66
32089,67
32554,68
33018,69
33506,70
33970,71
34458,72
34899,73
35363,74
35828,75
36316,76
36803,77
37244,78
37709,79
38173,80
38638,81
39148,82
39613,83
40054,84
40518,85
40983,86
41470,87
41935,88
42399,89
42864,90
43328,91
43816,92
44280,93
44768,94
45209,95
45673,96
46138,97
46625,98
47090,99
47554,100
48018,101
48506,102
48970,103
49435,104
49899,105
50364,106
50828,107
51316,108
51780,109
52244,110
52709,111
53173,112
53638,113
54125,114
54590,115
55054,116
55518,117
55983,118
56470,119
56935,120
57422,121
57864,122
58328,123
58816,124
59280,125
59744,126
60209,127
60673,128
61138,129
61625,130
62113,131
62554,132
63018,133
63483,134
63970,135
64435,136
64899,137
65387,138
65828,139
66316,140
66780,141
67244,142
67732,143
68173,144
68638,145
69125,146
69590,147
70054,148
70542,149
70983,150
71471,151
71935,152
72423,153
72864,154
73328,155
73793,156
74303,157
74745,158
75232,159
75697,160
76138,161
76625,162
77090,163
77577,164
78042,165
78506,166
78971,167
79435,168
79899,169
80364,170
80828,171
81293,172
81780,173
82245,174
82709,175
83173,176
83638,177
84125,178
84590,179
85054,180
85519,181
85983,182
86494,183
86935,184
87423,185
87864,186
88328,187
88793,188
89280,189
89745,190
90209,191
90673,192
91138,193
91625,194
92090,195
92554,196
93042,197
93506,198
93971,199
94435,200
94899,201
95364,202
95828,203
96293,204
96803,205
97268,206
97709,207
98197,208
98638,209
99125,210
99590,211
100054,212
100542,213
100983,214
101471,215
101935,216
102400,217
102887,218
103328,219
103793,220
104280,221
104745,222
105209,223
105674,224
106138,225
106626,226
107090,227
107578,228
108019,229
108483,230
108971,231
109435,232
109900,233
110364,234
110828,235
111293,236
111780,237
112245,238
112709,239
113174,240
113638,241
114126,242
114590,243
115078,244
115519,245
115983,246
116471,247
116935,248
117400,249
117864,250
118328,251
118793,252
119304,253
119745,254
120232,255
120674,256
121138,257
121626,258
122090,259
122578,260
123019,261
123483,262
123994,263
124435,264
124900,265
125364,266
125828,267
126293,268
126780,269
127245,270
127709,271
128174,272
128638,273
129126,274
129590,275
130078,276
130519,277
130983,278
131471,279
131935,280
132400,281
132887,282
133328,283
133793,284
134280,285
134745,286
135209,287
135674,288
136138,289
136626,290
137090,291
137555,292
138019,293
138483,294
138971,295
139435,296
139900,297
140364,298
140852,299
141293,300
141781,301
142245,302
142733,303
143197,304
143638,305
144126,306
144590,307
145055,308
145519,309
145983,310
146471,311
146935,312
147400,313
147864,314
148329,315
148793,316
149281,317
149745,318
150209,319
150674,320
151138,321
151626,322
152090,323
152578,324
153042,325
153483,326
153994,327
154435,328
154900,329
155364,330
155829,331
156316,332
156781,333
157268,334
157709,335
158174,336
158638,337
159126,338
159590,339
160055,340
160519,341
160983,342
161471,343
161935,344
162400,345
162864,346
163329,347
163793,348
164304,349
164745,350
165209,351
165674,352
166138,353
166626,354
167090,355
167578,356
168019,357
168484,358
168971,359
169436,360
169923,361
170364,362
170829,363
171293,364
171804,365
172245,366
172710,367
173174,368
173638,369
174126,370
174590,371
175055,372
175519,373
175984,374
176471,375
176936,376
177400,377
177864,378
178329,379
178793,380
179304,381
179745,382
180233,383
180674,384
181138,385
181626,386
182090,387
182578,388
183019,389
183484,390
183971,391
184436,392
184923,393
185364,394
185829,395
186293,396
186781,397
187245,398
187710,399
188174,400
188638,401
189126,402
189590,403
190055,404
190519,405
191007,406
191471,407
191936,408
192400,409
192888,410
193352,411
193793,412
194281,413
194745,414
195210,415
195674,416
196138,417
196626,418
197090,419
197555,420
198019,421
198484,422
198971,423
199436,424
199900,425
200364,426
200829,427
201317,428
201781,429
202245,430
202710,431
203174,432
203639,433
204126,434
204591,435
205055,436
205519,437
206007,438
206471,439
206936,440
207400,441
207865,442
208329,443
208793,444
209304,445
209745,446
210233,447
210674,448
211162,449
211626,450
212091,451
212555,452
213019,453
213484,454
213995,455
214436,456
214900,457
215365,458
215829,459
216293,460
216804,461
217245,462
217710,463
218174,464
218639,465
219126,466
219591,467
220055,468
220519,469
221007,470
221471,471
221936,472
222400,473
222888,474
223329,475
223793,476
224281,477
224745,478
225210,479
225674,480
226139,481
226626,482
227091,483
227555,484
228019,485
228484,486
228971,487
229436,488
229900,489
230365,490
230829,491
231293,492
231781,493
232245,494
232710,495
233174,496
233639,497
234126,498
234614,499
235055,500
235520,501
235984,502
236472,503
236936,504
237400,505
237865,506
238329,507
238794,508
239304,509
239746,510
240233,511
240674,512
241162,513
241626,514
242091,515
242578,516
243043,517
243484,518
243972,519
244436,520
244900,521
245365,522
245829,523
246294,524
246781,525
247246,526
Finished.
[Finished in 259.7s]
